,energy_consumed_log_cumsum,energy_consumed_cumsum,energy_consumed_log,emissions_rate_log_cumsum,emissions_rate_cumsum,emissions_rate_log,emissions_log_cumsum,emissions_cumsum,emissions_log,duration_log_cumsum,duration_cumsum,duration_log,timestamp,project_name,duration,emissions,emissions_rate,energy_consumed,date
168,2.4497961572809013,11.585984759860573,-0.9574209467357019,5.973516930237752,392.88499294986326,1.96749969297497,3.3015270344565923,27.15407248168521,-0.10569006956000988,5.940418412047191,380.0939321517944,2.531980423453111,1645660800.0,XGBoost model,12.57839202880859,0.899703450355265,7.152769990748043,0.3838816616270277,2022-02-24
171,2.475042171104312,11.882208188374841,-1.216641283334274,5.991528896807941,400.02574070817843,1.9658174989232424,3.326773048280003,27.8483313310941,-0.3649104061585821,5.9656759289018355,389.8164272308349,2.2744422809062663,1645747200.0,XGBoost model,9.72249507904052,0.6942588494088915,7.140747758315195,0.29622342851426864,2022-02-25
174,2.491051048783559,12.073959774441194,-1.6515545672365057,6.009229315651883,407.1694002390142,1.9662251843808112,3.34278192595925,28.297739523357812,-0.799823690060814,5.981685475535868,396.1074352264404,1.839121311546465,1645833600.0,XGBoost model,6.291007995605461,0.4494081922637092,7.143659530835752,0.191751586066352,2022-02-26
177,2.5119636034440873,12.329115801387369,-1.3658800505629145,6.026633176988168,414.31774398092944,1.9668806853848089,3.363694480619779,28.89574870371156,-0.5141491733872229,6.002585326025261,404.4731378555297,2.1241403272160593,1645920000.0,XGBoost model,8.36570262908935,0.5980091803537475,7.148343741915239,0.2551560269461738,2022-02-27
180,2.5267346936281374,12.512581944465643,-1.6957251348963358,6.0437284478234155,421.46150632363765,1.9662395763226737,3.378465570803829,29.325738303244112,-0.843994257720644,6.017356999265498,410.49222946166987,1.7949363519447727,1646006400.0,XGBoost model,6.01909160614013,0.42998959953255134,7.143762342708236,0.18346614307827422,2022-02-28
183,2.542687523342572,12.713793714841213,-1.6033973415950493,6.060540404532949,428.6069954491902,1.9664812660790028,3.394418400518263,29.797318329473335,-0.7516664644193576,6.033306624346836,417.0919179916381,1.8870224554897306,1646092800.0,XGBoost model,6.59968852996826,0.47158002622922274,7.145489125552574,0.2012117703755697,2022-03-01
186,2.5771214170787125,13.159203728040065,-0.808760043049083,6.077088671196244,435.7587093334421,1.967352032072655,3.4288522942544035,30.841225777407484,0.04297083412660889,6.067704317293851,431.68852329254145,2.6807889880420452,1646179200.0,XGBoost model,14.59660530090332,1.0439074479341508,7.151713884251895,0.44541001319885254,2022-03-02
189,2.5982283489883704,13.439906107054822,-1.270460320357173,6.093337830304544,442.8972626098204,1.9655101334648348,3.4499592261640615,31.49910794310437,-0.41872944318148103,6.088828132174475,440.904426574707,2.2209306093417744,1646265600.0,XGBoost model,9.21590328216552,0.6578821656968861,7.138553276378337,0.280702379014757,2022-03-03
192,2.610817965782965,13.610178960694213,-1.770353107193983,6.109328342118714,450.036343176963,1.9655839959507688,3.4625488429586566,31.89817643017901,-0.9186222300182912,6.10142672587253,446.4943408966064,1.7209639600190305,1646352000.0,XGBoost model,5.58991432189941,0.39906848707464015,7.139080567142566,0.17027285363939076,2022-03-04
195,2.6343657323175007,13.934471474753492,-1.126109349317101,6.125094012921591,457.18769279927693,1.967301097258885,3.486096609493192,32.65822079537974,-0.2743784721414092,6.124951026624088,457.12232589721674,2.3634906165877974,1646438400.0,XGBoost model,10.62798500061035,0.7600443652007316,7.15134962231395,0.3242925140592787,2022-03-05
